ID,发生日期,发生时间,结束日期,结束时间,报警日期,犯罪类型代码,犯罪类型描述,精确犯罪类型代码,精确犯罪类型描述,犯罪未遂标志,犯罪级别,事件司法管辖区,发生行政区,发生辖区,具体场所位置,发生地点类型,发生标志地名,发生住房区,长岛区X坐标,长岛区Y坐标,纬度,经度,经纬度,发生详细时间,结束详细时间,持续时间,与报警时间差
590200065,2015-04-17,17:00:00,2015-04-18,8:30:00,2015-04-18,109,GRAND LARCENY,418.0,"LARCENY,GRAND BY ACQUIRING LOST CREDIT CARD",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,6.0,INSIDE,RESIDENCE - APT. HOUSE,,,983080.0,204688.0,40.72850611,-74.0042228,"(40.728506108, -74.004222802)",2015-04-17 17:00:00,2015-04-18 08:30:00,930.0,1
210905071,2014-10-02,15:45:00,2014-10-02,15:45:00,2014-10-02,235,DANGEROUS DRUGS,567.0,"MARIJUANA, POSSESSION 4 & 5",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BRONX,42.0,REAR OF,RESIDENCE - PUBLIC HOUSING,,UNION AVENUE-EAST 166TH STREET,1012208.0,240238.0,40.82603734,-73.89898124,"(40.826037335, -73.898981243)",2014-10-02 15:45:00,2014-10-02 15:45:00,0.0,0
322154154,2015-12-13,15:37:00,2015-12-13,15:39:00,2015-12-13,341,PETIT LARCENY,333.0,"LARCENY,PETIT FROM STORE-SHOPL",ATTEMPTED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,42.0,INSIDE,DEPARTMENT STORE,,,1014334.0,242209.0,40.83144018,-73.89129057,"(40.831440178, -73.89129057)",2015-12-13 15:37:00,2015-12-13 15:39:00,2.0,0
507188520,2015-02-22,21:30:00,2015-02-23,9:30:00,2015-02-23,109,GRAND LARCENY,421.0,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,24.0,FRONT OF,STREET,,,993944.0,231260.0,40.80143415,-73.96498722,"(40.801434154, -73.964987224)",2015-02-22 21:30:00,2015-02-23 09:30:00,720.0,1
258786951,2014-02-02,19:00:00,2014-02-02,19:30:00,2014-02-02,578,HARRASSMENT 2,637.0,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,47.0,FRONT OF,STREET,,,1027734.0,260143.0,40.88060777,-73.84275238,"(40.880607772, -73.842752378)",2014-02-02 19:00:00,2014-02-02 19:30:00,30.0,0
490556181,2014-08-04,13:30:00,2014-08-04,19:00:00,2014-08-04,351,CRIMINAL MISCHIEF & RELATED OF,259.0,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,102.0,INSIDE,RESIDENCE-HOUSE,,,1030899.0,192185.0,40.69406548,-73.8317789,"(40.694065476, -73.831778904)",2014-08-04 13:30:00,2014-08-04 19:00:00,330.0,0
513119722,2014-01-09,21:09:00,,,2014-01-09,233,SEX CRIMES,175.0,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,83.0,INSIDE,RESIDENCE - APT. HOUSE,,,,,,,,2014-01-09 21:09:00,,,0
860477558,2014-08-11,18:25:00,2014-08-11,18:35:00,2014-08-11,235,DANGEROUS DRUGS,511.0,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,77.0,,STREET,,,1001846.0,183397.0,40.67004987,-73.93657079,"(40.670049867, -73.936570793)",2014-08-11 18:25:00,2014-08-11 18:35:00,10.0,0
217984802,2015-12-12,14:00:00,2015-12-12,15:06:00,2015-12-12,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,69.0,FRONT OF,STREET,,,1010983.0,174327.0,40.64513184,-73.9036694,"(40.645131844, -73.903669404)",2015-12-12 14:00:00,2015-12-12 15:06:00,66.0,0
992840554,2015-05-13,19:00:00,2015-05-13,19:15:00,2015-05-13,341,PETIT LARCENY,338.0,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,114.0,INSIDE,DRUG STORE,,,1009044.0,222000.0,40.77598848,-73.91048101,"(40.775988479, -73.91048101)",2015-05-13 19:00:00,2015-05-13 19:15:00,15.0,0
907136974,2015-05-02,10:20:00,2015-05-02,10:35:00,2015-05-02,578,HARRASSMENT 2,637.0,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,QUEENS,104.0,FRONT OF,STREET,,,1010041.0,203019.0,40.72388759,-73.90695407,"(40.72388759, -73.906954068)",2015-05-02 10:20:00,2015-05-02 10:35:00,15.0,0
751549248,2015-02-13,22:30:00,2015-02-13,22:38:00,2015-02-14,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,33.0,INSIDE,RESIDENCE - APT. HOUSE,,,,,,,,2015-02-13 22:30:00,2015-02-13 22:38:00,8.0,1
785373444,2015-10-08,15:00:00,2015-10-08,15:05:00,2015-10-08,235,DANGEROUS DRUGS,511.0,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,41.0,,STREET,,,1014351.0,236733.0,40.81641006,-73.8912537,"(40.816410063, -73.891253703)",2015-10-08 15:00:00,2015-10-08 15:05:00,5.0,0
906462314,2014-12-03,21:00:00,2014-12-04,10:22:00,2014-12-04,341,PETIT LARCENY,357.0,"LARCENY,PETIT OF VEHICLE ACCES",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,47.0,OPPOSITE OF,STREET,,,1021367.0,260606.0,40.88190764,-73.86577445,"(40.881907635, -73.865774446)",2014-12-03 21:00:00,2014-12-04 10:22:00,802.0,1
388541595,2015-07-16,17:42:00,,,2015-07-16,126,MISCELLANEOUS PENAL LAW,198.0,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,N.Y. POLICE DEPT,STATEN ISLAND,120.0,INSIDE,RESIDENCE-HOUSE,,,950212.0,169086.0,40.63072136,-74.12263049,"(40.630721358, -74.122630488)",2015-07-16 17:42:00,,,0
486059885,2015-04-16,13:00:00,2015-04-16,13:30:00,2015-04-16,361,OFF. AGNST PUB ORD SENSBLTY &,639.0,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,70.0,INSIDE,RESIDENCE-HOUSE,,,994828.0,163472.0,40.61537119,-73.96190075,"(40.615371185, -73.961900747)",2015-04-16 13:00:00,2015-04-16 13:30:00,30.0,0
504871946,2015-02-10,15:00:00,2015-02-10,15:15:00,2015-02-10,106,FELONY ASSAULT,109.0,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,102.0,REAR OF,RESIDENCE-HOUSE,,,1022291.0,189765.0,40.68746433,-73.86283411,"(40.687464327, -73.862834113)",2015-02-10 15:00:00,2015-02-10 15:15:00,15.0,0
273577938,2014-12-02,13:15:00,2014-12-02,13:15:00,2014-12-02,105,ROBBERY,361.0,"ROBBERY,BANK",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,24.0,INSIDE,BANK,,,,,,,,2014-12-02 13:15:00,2014-12-02 13:15:00,0.0,0
629306876,2015-06-26,23:00:00,2015-06-29,15:00:00,2015-06-29,124,KIDNAPPING & RELATED OFFENSES,193.0,CUSTODIAL INTERFERENCE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,9.0,INSIDE,RESIDENCE - APT. HOUSE,,,986800.0,203768.0,40.72598064,-73.99080141,"(40.725980641, -73.990801407)",2015-06-26 23:00:00,2015-06-29 15:00:00,960.0,3
740913725,2014-08-28,17:40:00,2014-08-28,18:00:00,2014-08-28,341,PETIT LARCENY,301.0,"LARCENY,PETIT BY ACQUIRING LOS",COMPLETED,MISDEMEANOR,N.Y. TRANSIT POLICE,MANHATTAN,14.0,,TRANSIT - NYC SUBWAY,,,987078.0,215157.0,40.75724053,-73.98979364,"(40.757240531, -73.989793637)",2014-08-28 17:40:00,2014-08-28 18:00:00,20.0,0
385556902,2015-01-14,9:30:00,2015-01-14,9:49:00,2015-01-14,352,CRIMINAL TRESPASS,205.0,"TRESPASS 2, CRIMINAL",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BRONX,40.0,INSIDE,RESIDENCE - PUBLIC HOUSING,,SAINT MARY'S PARK,1009769.0,236748.0,40.81646566,-73.90780731,"(40.816465657, -73.907807308)",2015-01-14 09:30:00,2015-01-14 09:49:00,19.0,0
927147091,2014-07-06,15:45:00,2014-07-07,11:10:00,2014-07-07,341,PETIT LARCENY,321.0,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,69.0,FRONT OF,STREET,,,1013535.0,172684.0,40.64061409,-73.89448044,"(40.640614094, -73.894480443)",2014-07-06 15:45:00,2014-07-07 11:10:00,1165.0,1
587276989,2015-12-07,15:00:00,,,2015-12-09,104,RAPE,153.0,RAPE 3,COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,49.0,INSIDE,RESIDENCE - APT. HOUSE,,,,,,,,2015-12-07 15:00:00,,,2
933357801,2015-09-26,6:35:00,2015-09-26,7:30:00,2015-10-01,341,PETIT LARCENY,338.0,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,10.0,FRONT OF,BUS TERMINAL,,,984522.0,216107.0,40.75984849,-73.99901961,"(40.759848486, -73.999019613)",2015-09-26 06:35:00,2015-09-26 07:30:00,55.0,5
661880695,2015-07-26,22:55:00,,,2015-09-27,109,GRAND LARCENY,404.0,"LARCENY,GRAND FROM PERSON,PERSONAL ELECTRONIC DEVICE(SNATCH)",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,26.0,FRONT OF,STREET,,,997310.0,235022.0,40.81175547,-73.95282209,"(40.811755473, -73.95282209)",2015-07-26 22:55:00,,,63
638304557,2014-07-18,17:00:00,,,2014-07-19,341,PETIT LARCENY,321.0,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,45.0,,STREET,,,1031828.0,250723.0,40.85473166,-73.82801436,"(40.854731664, -73.828014362)",2014-07-18 17:00:00,,,1
276100372,2014-08-15,16:00:00,2014-08-15,16:05:00,2014-08-15,348,VEHICLE AND TRAFFIC LAWS,916.0,LEAVING SCENE-ACCIDENT-PERSONA,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,106.0,,STREET,,,1029146.0,177014.0,40.65243362,-73.83820149,"(40.652433618, -73.838201491)",2014-08-15 16:00:00,2014-08-15 16:05:00,5.0,0
934585309,2014-06-21,8:30:00,2014-06-22,0:30:00,2014-06-22,110,GRAND LARCENY OF MOTOR VEHICLE,441.0,"LARCENY,GRAND OF AUTO",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,43.0,FRONT OF,STREET,,,1025074.0,242333.0,40.83173741,-73.85248005,"(40.83173741, -73.852480049)",2014-06-21 08:30:00,2014-06-22 00:30:00,960.0,1
174052631,2015-06-09,10:00:00,2015-06-09,10:20:00,2015-06-09,341,PETIT LARCENY,338.0,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,114.0,INSIDE,CHURCH,,,1005768.0,215793.0,40.75896046,-73.9223291,"(40.758960458, -73.922329097)",2015-06-09 10:00:00,2015-06-09 10:20:00,20.0,0
528697704,2014-04-16,17:40:00,2014-04-16,19:30:00,2014-04-16,109,GRAND LARCENY,421.0,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,61.0,INSIDE,PARKING LOT/GARAGE (PUBLIC),,,1003590.0,152696.0,40.58577846,-73.93037193,"(40.585778463, -73.930371931)",2014-04-16 17:40:00,2014-04-16 19:30:00,110.0,0
477107608,2015-10-23,13:30:00,,,2015-10-23,341,PETIT LARCENY,333.0,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,14.0,INSIDE,DEPARTMENT STORE,,,987220.0,212676.0,40.75043077,-73.98928218,"(40.750430768, -73.989282176)",2015-10-23 13:30:00,,,0
677482775,2014-08-19,19:30:00,2014-08-29,20:00:00,2014-08-29,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,QUEENS,114.0,FRONT OF,OTHER,,,1004179.0,214198.0,40.75458632,-73.92806955,"(40.754586316, -73.928069547)",2014-08-19 19:30:00,2014-08-29 20:00:00,30.0,10
809680048,2014-09-05,6:00:00,2014-09-05,18:20:00,2014-09-05,107,BURGLARY,221.0,"BURGLARY,RESIDENCE,DAY",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,48.0,INSIDE,RESIDENCE-HOUSE,,,1013244.0,250886.0,40.85525964,-73.89519185,"(40.855259636, -73.89519185)",2014-09-05 06:00:00,2014-09-05 18:20:00,740.0,0
581064177,2014-07-11,16:30:00,2014-07-11,17:00:00,2014-07-15,126,MISCELLANEOUS PENAL LAW,198.0,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,108.0,FRONT OF,RESIDENCE - APT. HOUSE,,,1006953.0,208579.0,40.73915689,-73.91807602,"(40.739156887, -73.918076022)",2014-07-11 16:30:00,2014-07-11 17:00:00,30.0,4
114105092,2015-10-07,17:00:00,2015-10-07,17:18:00,2015-10-07,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,28.0,INSIDE,COMMERCIAL BUILDING,,,999884.0,232954.0,40.80607521,-73.94352831,"(40.806075206, -73.943528312)",2015-10-07 17:00:00,2015-10-07 17:18:00,18.0,0
621544401,2015-01-10,22:20:00,2015-01-10,22:30:00,2015-01-10,118,DANGEROUS WEAPONS,792.0,WEAPONS POSSESSION 1 & 2,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,81.0,INSIDE,RESIDENCE - APT. HOUSE,,,1001997.0,192086.0,40.69389889,-73.93600358,"(40.693898892, -73.93600358)",2015-01-10 22:20:00,2015-01-10 22:30:00,10.0,0
410834044,2015-11-13,9:24:00,2015-11-13,21:00:00,2015-11-13,361,OFF. AGNST PUB ORD SENSBLTY &,639.0,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,MANHATTAN,32.0,INSIDE,RESIDENCE - PUBLIC HOUSING,,,1000448.0,238379.0,40.8209643,-73.94147794,"(40.820964301, -73.941477939)",2015-11-13 09:24:00,2015-11-13 21:00:00,696.0,0
414993403,2014-10-04,4:45:00,,,2014-10-04,106,FELONY ASSAULT,109.0,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,QUEENS,114.0,REAR OF,RESIDENCE - PUBLIC HOUSING,,,1001261.0,216778.0,40.76167385,-73.93859527,"(40.76167385, -73.93859527)",2014-10-04 04:45:00,,,0
847569647,2015-05-18,8:30:00,2015-05-18,8:50:00,2015-05-18,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. HOUSING POLICE,MANHATTAN,23.0,INSIDE,RESIDENCE - PUBLIC HOUSING,,,1001747.0,228590.0,40.79409373,-73.93681016,"(40.794093725, -73.936810155)",2015-05-18 08:30:00,2015-05-18 08:50:00,20.0,0
603112521,2015-09-22,15:30:00,2015-09-22,15:38:00,2015-09-22,235,DANGEROUS DRUGS,511.0,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,62.0,,STREET,,,990877.0,159563.0,40.60464562,-73.97613561,"(40.604645617, -73.976135613)",2015-09-22 15:30:00,2015-09-22 15:38:00,8.0,0
741965786,2015-04-16,22:50:00,2015-04-19,14:30:00,2015-04-21,341,PETIT LARCENY,338.0,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. TRANSIT POLICE,QUEENS,103.0,,TRANSIT - NYC SUBWAY,,,1039726.0,195270.0,40.70248213,-73.79992225,"(40.702482133, -73.799922252)",2015-04-16 22:50:00,2015-04-19 14:30:00,940.0,5
661463972,2014-11-08,17:20:00,2014-11-08,17:25:00,2014-11-08,113,FORGERY,729.0,"FORGERY,ETC.,UNCLASSIFIED-FELO",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,50.0,INSIDE,RESIDENCE - APT. HOUSE,,,1011368.0,257383.0,40.87309789,-73.90194706,"(40.873097888, -73.901947057)",2014-11-08 17:20:00,2014-11-08 17:25:00,5.0,0
175760787,2015-11-06,17:47:00,2015-11-06,18:07:00,2015-11-06,105,ROBBERY,386.0,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,44.0,,PARK/PLAYGROUND,CLAREMONT PARK,,1009281.0,246441.0,40.84307155,-73.90953417,"(40.843071553, -73.909534172)",2015-11-06 17:47:00,2015-11-06 18:07:00,20.0,0
613147262,2015-06-21,15:45:00,2015-06-21,15:55:00,2015-06-21,106,FELONY ASSAULT,109.0,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,81.0,FRONT OF,STREET,,,1005162.0,188470.0,40.68396689,-73.92460143,"(40.683966893, -73.924601429)",2015-06-21 15:45:00,2015-06-21 15:55:00,10.0,0
870377096,2015-10-01,20:00:00,,,2015-10-13,351,CRIMINAL MISCHIEF & RELATED OF,258.0,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,52.0,,STREET,,,1018655.0,258181.0,40.87526276,-73.87559435,"(40.875262756, -73.875594351)",2015-10-01 20:00:00,,,12
580361825,2015-12-11,20:30:00,2015-12-11,23:30:00,2015-12-15,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,QUEENS,114.0,INSIDE,RESIDENCE - APT. HOUSE,,,1003761.0,220593.0,40.77213987,-73.92955972,"(40.772139873, -73.92955972)",2015-12-11 20:30:00,2015-12-11 23:30:00,180.0,4
729058296,2015-05-27,10:00:00,2015-05-27,11:00:00,2015-05-27,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,121.0,,PUBLIC SCHOOL,,,944870.0,170420.0,40.63436076,-74.14188392,"(40.634360764, -74.141883919)",2015-05-27 10:00:00,2015-05-27 11:00:00,60.0,0
964859698,2014-08-04,15:50:00,,,2014-08-04,348,VEHICLE AND TRAFFIC LAWS,916.0,LEAVING SCENE-ACCIDENT-PERSONA,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,84.0,,STREET,,,988820.0,188774.0,40.68482483,-73.98352371,"(40.684824825, -73.983523706)",2014-08-04 15:50:00,,,0
340036552,2014-01-18,18:30:00,2014-01-18,18:35:00,2014-01-18,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BROOKLYN,67.0,,RESTAURANT/DINER,,,998243.0,176387.0,40.65081539,-73.94957355,"(40.650815388, -73.949573551)",2014-01-18 18:30:00,2014-01-18 18:35:00,5.0,0
556469860,2015-08-06,11:30:00,,,2015-08-06,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BROOKLYN,73.0,INSIDE,RESIDENCE - APT. HOUSE,,,1007755.0,180038.0,40.66081644,-73.91528155,"(40.660816444, -73.915281553)",2015-08-06 11:30:00,,,0
937001548,2015-07-21,16:53:00,2015-07-21,21:53:00,2015-07-23,361,OFF. AGNST PUB ORD SENSBLTY &,639.0,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,52.0,,OTHER,,,1017650.0,257603.0,40.87368018,-73.87923127,"(40.873680184, -73.879231267)",2015-07-21 16:53:00,2015-07-21 21:53:00,300.0,2
954517188,2015-10-26,10:00:00,2015-10-27,11:00:00,2015-10-27,121,CRIMINAL MISCHIEF & RELATED OF,267.0,"MISCHIEF, CRIMINAL 3 & 2, OF M",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,105.0,FRONT OF,STREET,,,1056797.0,184358.0,40.67240784,-73.73847197,"(40.672407837, -73.738471971)",2015-10-26 10:00:00,2015-10-27 11:00:00,60.0,1
393196989,2014-03-14,11:30:00,2014-03-14,12:30:00,2014-03-15,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,20.0,INSIDE,RESIDENCE - APT. HOUSE,,,990126.0,221587.0,40.77488772,-73.9787861,"(40.77488772, -73.978786103)",2014-03-14 11:30:00,2014-03-14 12:30:00,60.0,1
797615480,2015-11-27,17:18:00,2015-11-29,21:00:00,2015-12-07,341,PETIT LARCENY,338.0,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,26.0,INSIDE,RESIDENCE - APT. HOUSE,,,995133.0,232849.0,40.80579414,-73.96069004,"(40.805794138, -73.960690043)",2015-11-27 17:18:00,2015-11-29 21:00:00,222.0,10
421384692,2015-02-12,11:17:00,2015-04-08,11:00:00,2015-04-08,109,GRAND LARCENY,407.0,"LARCENY,GRAND BY DISHONEST EMP",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,104.0,INSIDE,CHAIN STORE,,,1012783.0,196798.0,40.70680402,-73.897088,"(40.706804024, -73.897088004)",2015-02-12 11:17:00,2015-04-08 11:00:00,1423.0,55
184560083,2014-08-15,9:00:00,2014-08-22,10:00:00,2014-08-22,341,PETIT LARCENY,321.0,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,84.0,INSIDE,PARKING LOT/GARAGE (PUBLIC),,,987792.0,190460.0,40.68945298,-73.98722941,"(40.68945298, -73.98722941)",2014-08-15 09:00:00,2014-08-22 10:00:00,60.0,7
464119473,2014-11-03,14:30:00,2014-11-03,14:32:00,2014-11-03,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,47.0,INSIDE,RESIDENCE-HOUSE,,,1026135.0,264684.0,40.89307911,-73.84850635,"(40.893079107, -73.848506353)",2014-11-03 14:30:00,2014-11-03 14:32:00,2.0,0
480545488,2014-05-03,18:26:00,,,2014-05-06,361,OFF. AGNST PUB ORD SENSBLTY &,639.0,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,13.0,INSIDE,COMMERCIAL BUILDING,,,987253.0,209650.0,40.74212514,-73.98916442,"(40.742125144, -73.989164424)",2014-05-03 18:26:00,,,3
647288958,2014-06-24,15:11:00,,,2014-06-24,361,OFF. AGNST PUB ORD SENSBLTY &,639.0,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BRONX,40.0,INSIDE,RESIDENCE - PUBLIC HOUSING,,,1005947.0,235372.0,40.81269914,-73.92161974,"(40.812699137, -73.921619736)",2014-06-24 15:11:00,,,0
656662923,2015-03-26,9:00:00,2015-03-26,9:00:00,2015-03-29,351,CRIMINAL MISCHIEF & RELATED OF,258.0,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,88.0,,HIGHWAY/PARKWAY,,,,,,,,2015-03-26 09:00:00,2015-03-26 09:00:00,0.0,3
520318579,2015-07-21,21:00:00,2015-07-22,12:20:00,2015-07-22,341,PETIT LARCENY,357.0,"LARCENY,PETIT OF VEHICLE ACCES",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,45.0,FRONT OF,STREET,,,1031498.0,250162.0,40.85319366,-73.82921121,"(40.853193661, -73.829211211)",2015-07-21 21:00:00,2015-07-22 12:20:00,920.0,1
630235912,2014-09-24,7:00:00,2014-09-24,8:30:00,2014-09-24,121,CRIMINAL MISCHIEF & RELATED OF,269.0,"MISCHIEF,CRIMINAL,    UNCL 2ND",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,94.0,INSIDE,RESIDENCE-HOUSE,,,997947.0,199645.0,40.71465376,-73.950593,"(40.714653764, -73.950593)",2014-09-24 07:00:00,2014-09-24 08:30:00,90.0,0
318224992,2014-04-22,17:50:00,2014-04-22,17:59:00,2014-04-22,113,FORGERY,729.0,"FORGERY,ETC.,UNCLASSIFIED-FELO",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,47.0,,STREET,,,1026402.0,269112.0,40.90523126,-73.84751276,"(40.905231261, -73.847512755)",2014-04-22 17:50:00,2014-04-22 17:59:00,9.0,0
972299484,2014-06-20,13:30:00,2014-06-23,9:45:00,2014-06-23,107,BURGLARY,211.0,"BURGLARY,COMMERCIAL,DAY",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,13.0,INSIDE,COMMERCIAL BUILDING,,,986691.0,209691.0,40.74223785,-73.99119252,"(40.742237852, -73.991192516)",2014-06-20 13:30:00,2014-06-23 09:45:00,1215.0,3
388536781,2015-03-17,16:55:00,2015-03-17,17:00:00,2015-03-20,341,PETIT LARCENY,333.0,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,30.0,INSIDE,DRUG STORE,,,999607.0,239622.0,40.82437749,-73.94451363,"(40.824377486, -73.944513634)",2015-03-17 16:55:00,2015-03-17 17:00:00,5.0,3
474095611,2015-09-06,2:45:00,2015-09-06,3:00:00,2015-09-11,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,17.0,INSIDE,SMALL MERCHANT,,,990115.0,210610.0,40.74475867,-73.97883539,"(40.744758671, -73.978835393)",2015-09-06 02:45:00,2015-09-06 03:00:00,15.0,5
800893416,2014-06-12,22:20:00,2014-06-12,22:30:00,2014-06-12,109,GRAND LARCENY,411.0,"LARCENY,GRAND FROM EATERY, UNATTENDED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,14.0,INSIDE,RESTAURANT/DINER,,,987472.0,214939.0,40.75664204,-73.98837158,"(40.756642042, -73.988371577)",2014-06-12 22:20:00,2014-06-12 22:30:00,10.0,0
710026426,2015-07-28,21:10:00,2015-07-28,21:25:00,2015-07-28,351,CRIMINAL MISCHIEF & RELATED OF,254.0,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,63.0,INSIDE,RESIDENCE-HOUSE,,,1009607.0,166886.0,40.62471193,-73.90865576,"(40.624711933, -73.908655759)",2015-07-28 21:10:00,2015-07-28 21:25:00,15.0,0
